math,physics,chemistry,cs,coding_interest,analytical_interest,machine_interest,building_interest,electronics_interest,logic_aptitude,target_career
76,79,63,98,15,67,63,64,42,47,Software Development
69,42,64,57,67,93,58,97,36,48,Robotics / Automation
70,68,87,87,18,100,36,53,36,100,Electrical Engineering
78,71,54,40,70,63,98,27,55,46,Mechanical Engineering
76,83,68,65,77,65,74,70,87,36,Cloud / DevOps
81,70,95,97,95,98,13,43,76,96,Cloud / DevOps
89,83,50,86,85,96,39,32,17,72,Cybersecurity
80,81,77,83,40,43,10,54,13,97,Cybersecurity
100,70,84,66,70,35,83,63,20,71,Robotics / Automation
86,86,75,100,64,42,11,50,34,71,Electrical Engineering
61,64,73,90,67,17,70,74,86,89,Robotics / Automation
77,91,60,54,100,53,54,42,30,85,Software Development
79,70,78,74,85,100,13,40,77,63,Data Science / AI
69,70,70,69,33,71,36,61,26,88,Cloud / DevOps
71,65,82,78,33,17,100,32,32,48,Robotics / Automation
100,74,61,100,23,23,19,69,57,92,Electrical Engineering
81,86,78,86,87,25,72,23,64,51,Software Development
83,55,75,51,47,30,88,79,57,44,Mechanical Engineering
72,61,75,81,44,80,61,83,80,59,Electrical Engineering
82,76,60,70,57,32,23,64,84,31,Electrical Engineering
88,88,52,47,84,32,33,13,33,82,Software Development
64,87,88,58,22,44,33,96,60,64,Civil Engineering
79,99,76,100,73,19,17,64,79,33,Electrical Engineering
89,58,67,75,67,69,12,37,20,81,Cloud / DevOps
76,85,76,40,67,15,53,97,11,34,Civil Engineering
55,40,72,79,47,84,35,36,33,82,Robotics / Automation
79,57,80,87,33,42,45,58,83,58,Electrical Engineering
56,50,69,100,66,30,82,45,66,85,Cloud / DevOps
100,80,59,90,81,10,79,38,82,34,Cloud / DevOps
68,60,40,76,51,43,17,30,54,100,Civil Engineering
65,73,40,78,23,99,87,38,87,58,Mechanical Engineering
40,88,77,69,69,99,30,73,33,99,Civil Engineering
83,57,71,89,21,30,83,25,59,58,Civil Engineering
40,65,69,71,93,16,48,82,64,37,Cybersecurity
96,55,60,40,65,63,67,60,92,72,Electrical Engineering
97,68,63,74,68,31,80,92,48,75,Civil Engineering
84,77,100,83,36,85,72,43,89,77,Mechanical Engineering
68,63,64,47,67,10,74,79,65,68,Software Development
75,83,60,60,63,73,56,62,12,51,Software Development
97,50,40,54,79,11,95,23,82,51,Software Development
51,77,64,71,31,33,19,57,48,60,Software Development
92,61,81,100,45,43,79,83,14,58,Cybersecurity
68,83,66,91,30,54,34,41,36,52,Software Development
51,47,64,58,31,41,55,18,15,49,Civil Engineering
67,68,80,67,93,52,54,17,24,58,Civil Engineering
62,66,58,58,46,52,97,14,38,81,Electronics & Communication
50,73,61,92,80,81,46,98,36,54,Civil Engineering
53,63,97,58,41,34,30,47,41,80,Cybersecurity
71,53,49,100,85,64,26,10,78,33,Cybersecurity
77,74,44,81,82,78,92,39,25,46,Cybersecurity
92,89,80,54,44,21,30,84,17,86,Civil Engineering
79,82,43,54,52,86,60,50,88,47,Electrical Engineering
88,85,46,89,25,28,41,73,61,55,Civil Engineering
76,83,60,86,19,71,68,49,85,77,Electronics & Communication
87,66,70,63,30,18,11,59,33,64,Data Science / AI
99,70,56,62,82,36,67,53,89,42,Data Science / AI
76,83,49,100,33,60,67,19,99,59,Electrical Engineering
79,78,68,75,71,57,39,61,26,84,Mechanical Engineering
72,87,69,88,70,50,29,95,75,81,Electronics & Communication
68,74,57,96,59,23,28,99,13,84,Civil Engineering
62,67,65,68,25,67,39,13,10,50,Electronics & Communication
85,67,90,60,44,50,27,44,17,54,Cybersecurity
77,60,76,74,100,23,18,55,98,59,Cybersecurity
72,89,60,85,55,11,50,22,44,56,Cybersecurity
63,73,52,63,22,84,91,23,48,60,Mechanical Engineering
73,99,71,100,76,66,72,85,69,47,Cybersecurity
78,66,93,82,69,87,26,57,98,62,Electrical Engineering
65,79,65,40,29,21,74,79,40,62,Robotics / Automation
89,88,97,82,99,79,24,85,33,30,Cybersecurity
71,84,82,100,79,71,73,15,65,93,Cloud / DevOps
74,69,59,84,83,35,36,40,31,85,Cybersecurity
51,83,78,85,22,55,89,17,31,73,Robotics / Automation
77,94,83,64,79,95,47,65,45,37,Cybersecurity
66,58,78,56,91,74,55,77,77,54,Electrical Engineering
91,91,56,71,51,99,65,100,71,47,Electronics & Communication
75,85,94,44,32,12,75,44,60,91,Mechanical Engineering
70,68,48,66,94,84,31,56,49,57,Civil Engineering
81,67,46,100,57,20,84,60,31,50,Cybersecurity
78,73,53,79,33,54,11,23,78,53,Electronics & Communication
72,43,53,89,94,91,61,31,48,87,Data Science / AI
100,77,86,72,80,62,34,85,42,53,Software Development
73,88,94,98,21,31,30,41,45,41,Mechanical Engineering
59,70,74,70,82,83,32,86,11,31,Civil Engineering
80,84,85,100,87,99,93,63,60,51,Cloud / DevOps
70,51,75,100,15,27,62,61,10,63,Civil Engineering
67,82,80,78,16,84,56,65,34,53,Data Science / AI
75,58,40,54,71,46,92,15,12,59,Data Science / AI
69,88,68,65,16,20,83,38,41,77,Mechanical Engineering
61,81,90,94,78,89,32,27,30,68,Robotics / Automation
84,49,64,100,21,21,85,38,58,30,Software Development
91,48,69,81,63,12,77,28,69,92,Software Development
63,40,71,60,51,61,45,61,24,83,Software Development
63,66,67,74,70,65,26,60,46,57,Electronics & Communication
61,68,43,80,55,11,11,83,51,59,Civil Engineering
40,67,83,55,69,32,35,44,64,41,Robotics / Automation
85,89,40,72,64,94,28,38,96,44,Electrical Engineering
40,70,69,40,35,62,24,11,92,63,Mechanical Engineering
100,76,57,100,21,65,48,27,35,42,Electrical Engineering
48,53,40,100,54,45,46,24,35,88,Cybersecurity
79,81,74,85,69,70,94,59,76,76,Robotics / Automation
76,76,71,64,63,14,64,98,36,62,Civil Engineering
74,76,71,48,87,47,33,89,15,65,Cloud / DevOps
54,88,65,85,18,70,51,53,22,95,Electronics & Communication
58,49,57,70,66,12,21,73,89,54,Cybersecurity
65,91,72,100,48,99,33,15,31,66,Electronics & Communication
81,40,85,47,38,66,49,44,44,39,Robotics / Automation
78,60,100,100,31,38,44,54,64,72,Cloud / DevOps
63,70,73,90,74,59,83,42,67,31,Cybersecurity
75,56,59,74,55,47,78,57,38,78,Cybersecurity
93,78,58,86,63,81,82,15,45,89,Mechanical Engineering
69,85,100,68,35,76,65,100,44,38,Civil Engineering
87,60,68,75,93,11,10,86,53,59,Cybersecurity
72,100,65,85,90,50,71,44,32,41,Cloud / DevOps
46,78,87,65,45,40,51,85,87,32,Civil Engineering
40,71,70,88,14,84,38,71,78,39,Civil Engineering
100,66,57,53,43,96,64,16,49,92,Electrical Engineering
77,79,61,89,22,47,38,68,74,96,Electronics & Communication
81,72,56,66,45,37,68,16,60,78,Data Science / AI
40,75,70,78,79,67,93,54,63,62,Robotics / Automation
82,77,68,75,69,26,96,59,39,81,Mechanical Engineering
53,63,70,61,57,94,48,98,21,96,Civil Engineering
87,62,73,77,76,87,83,14,17,49,Cloud / DevOps
86,85,80,40,70,99,31,83,24,31,Civil Engineering
92,94,62,79,76,49,52,15,99,88,Cloud / DevOps
61,42,58,65,12,47,40,56,62,84,Software Development
69,57,58,74,53,14,39,100,41,86,Mechanical Engineering
63,80,80,100,64,85,75,41,37,33,Robotics / Automation
91,75,60,80,71,92,66,95,37,32,Civil Engineering
79,64,81,49,61,70,99,25,80,47,Electrical Engineering
71,80,65,71,33,63,62,70,83,65,Electrical Engineering
72,59,87,56,88,12,75,67,75,94,Cloud / DevOps
79,78,55,76,52,37,74,52,96,35,Robotics / Automation
61,92,52,63,70,36,83,63,36,68,Mechanical Engineering
56,51,93,84,99,75,98,89,74,91,Electrical Engineering
77,62,83,60,13,50,91,51,12,68,Cybersecurity
86,58,60,88,27,25,98,68,17,63,Electronics & Communication
87,80,54,66,64,99,19,79,61,86,Civil Engineering
77,59,90,40,13,62,60,36,33,37,Data Science / AI
63,64,40,49,61,30,83,96,11,90,Cloud / DevOps
84,72,93,100,84,84,32,75,88,40,Data Science / AI
81,76,70,40,72,25,81,29,63,71,Mechanical Engineering
54,73,79,80,39,69,21,68,10,98,Electrical Engineering
61,86,92,91,49,88,43,31,61,67,Cybersecurity
89,63,86,77,13,36,99,85,78,60,Electrical Engineering
82,77,68,59,96,40,51,48,97,32,Software Development
73,86,63,91,46,55,82,88,63,87,Mechanical Engineering
86,67,90,68,58,86,32,18,88,73,Electronics & Communication
97,78,69,59,34,10,57,43,87,97,Electrical Engineering
73,68,51,71,44,39,81,75,45,61,Civil Engineering
62,80,89,52,16,99,28,98,96,39,Civil Engineering
100,70,55,88,69,78,24,63,70,94,Software Development
68,70,63,60,59,91,58,92,44,58,Civil Engineering
85,67,48,84,96,24,53,92,77,36,Software Development
56,54,87,53,58,93,42,84,94,48,Electronics & Communication
40,81,65,71,21,52,10,35,67,35,Data Science / AI
70,75,58,100,70,16,86,29,62,68,Mechanical Engineering
52,78,79,61,67,16,36,13,75,99,Software Development
59,87,55,64,76,91,18,68,30,81,Cybersecurity
88,72,43,100,77,31,86,63,80,52,Cybersecurity
67,65,73,86,48,77,51,13,94,32,Electronics & Communication
100,47,82,88,28,76,74,94,84,73,Electrical Engineering
72,83,84,50,92,92,69,90,45,41,Software Development
100,48,52,70,63,79,10,64,85,44,Electronics & Communication
100,67,69,100,24,31,70,61,60,46,Software Development
70,54,63,99,81,14,77,27,12,60,Data Science / AI
76,100,81,63,68,17,91,32,63,54,Robotics / Automation
75,59,59,100,45,44,37,51,86,78,Electrical Engineering
90,84,60,100,92,42,52,76,97,92,Software Development
91,100,97,48,20,32,11,47,94,48,Electronics & Communication
58,56,55,80,30,94,57,37,62,32,Data Science / AI
66,100,98,74,29,38,68,56,41,31,Cybersecurity
100,94,63,40,80,44,82,67,61,37,Data Science / AI
71,62,73,76,88,58,93,67,10,46,Cybersecurity
75,79,51,82,41,58,50,27,98,69,Electrical Engineering
68,74,84,52,55,55,38,99,64,62,Civil Engineering
70,70,62,91,74,20,99,78,66,77,Civil Engineering
64,63,59,94,45,96,12,41,61,64,Electronics & Communication
67,78,99,73,79,28,25,55,82,87,Electronics & Communication
91,97,85,74,41,76,57,45,61,82,Cybersecurity
84,52,58,64,35,26,39,64,14,78,Electrical Engineering
100,59,57,56,69,87,89,77,62,66,Data Science / AI
83,74,86,87,26,57,84,49,82,92,Mechanical Engineering
54,59,90,71,27,16,42,33,87,97,Electrical Engineering
92,69,55,69,33,31,62,82,89,46,Electrical Engineering
60,63,73,84,59,63,60,19,68,82,Cybersecurity
51,71,61,63,34,54,58,88,85,49,Civil Engineering
76,63,90,96,85,87,80,41,37,71,Cloud / DevOps
92,64,55,76,61,81,75,69,100,93,Electronics & Communication
72,62,52,74,88,33,57,65,11,68,Software Development
68,82,79,94,41,42,77,32,16,96,Robotics / Automation
56,78,59,53,87,41,22,51,35,97,Cloud / DevOps
68,88,64,100,86,20,29,26,61,31,Software Development
83,66,87,83,10,18,47,48,16,89,Electrical Engineering
61,99,73,75,28,88,18,49,93,59,Software Development
62,89,77,86,46,82,19,37,48,45,Software Development
67,84,83,62,36,76,83,73,51,49,Robotics / Automation
53,80,46,77,26,14,85,88,79,85,Robotics / Automation
68,90,64,94,95,59,48,30,95,47,Electronics & Communication
67,86,100,55,11,52,89,100,93,49,Mechanical Engineering
79,100,70,76,76,33,39,53,39,33,Cloud / DevOps
86,72,44,95,64,64,87,23,89,63,Robotics / Automation
44,65,88,68,26,82,79,14,93,77,Electrical Engineering
64,85,57,52,78,26,10,20,70,76,Cloud / DevOps
79,69,51,86,90,10,67,88,62,82,Software Development
81,66,65,83,77,65,83,52,71,49,Cybersecurity
92,67,79,85,10,49,41,49,72,62,Electrical Engineering
88,72,56,66,100,30,50,38,19,54,Cloud / DevOps
80,99,62,89,94,89,50,61,22,31,Software Development
70,73,92,88,73,72,73,35,92,51,Mechanical Engineering
56,63,88,77,73,54,17,38,63,41,Cybersecurity
57,59,80,92,15,28,98,52,89,39,Cloud / DevOps
75,100,82,70,76,71,34,36,68,35,Data Science / AI
62,57,75,66,48,33,47,49,45,87,Mechanical Engineering
100,93,79,53,80,87,10,44,73,85,Software Development
64,90,61,95,66,78,63,26,38,70,Data Science / AI
82,72,59,73,10,98,70,62,51,39,Data Science / AI
77,87,56,70,70,90,14,98,81,75,Electrical Engineering
75,81,56,51,71,98,40,94,31,98,Civil Engineering
85,49,89,72,85,54,20,44,55,79,Data Science / AI
51,64,75,65,42,14,87,19,81,75,Electronics & Communication
75,83,66,58,10,54,54,79,20,42,Civil Engineering
70,93,95,40,51,67,43,44,89,80,Electronics & Communication
91,75,83,65,41,87,95,24,60,36,Robotics / Automation
48,80,55,50,70,10,16,46,11,61,Software Development
55,81,72,89,49,50,49,25,79,65,Software Development
85,65,68,65,41,87,79,29,32,40,Electronics & Communication
71,57,75,94,13,97,36,85,58,80,Cybersecurity
62,91,71,79,15,40,75,57,79,100,Robotics / Automation
49,44,72,89,97,45,90,98,12,86,Electronics & Communication
64,97,81,58,79,11,29,60,51,50,Civil Engineering
75,100,51,84,21,58,46,98,65,56,Civil Engineering
70,82,89,68,36,40,53,63,26,55,Software Development
91,100,70,89,34,87,69,48,43,32,Electronics & Communication
66,72,67,89,74,16,65,72,15,94,Civil Engineering
93,70,93,100,87,81,71,15,86,51,Software Development
87,64,60,60,96,25,86,99,88,41,Cybersecurity
89,53,80,55,38,20,21,35,97,48,Electronics & Communication
87,72,90,95,58,22,22,52,78,65,Electronics & Communication
96,93,72,54,81,16,53,30,61,60,Data Science / AI
59,40,53,76,94,25,24,86,93,81,Software Development
66,69,77,69,47,68,97,96,30,48,Civil Engineering
58,71,56,70,12,50,38,86,70,30,Civil Engineering
95,67,96,100,70,71,44,56,45,67,Robotics / Automation
66,55,69,95,99,17,78,96,96,47,Electrical Engineering
67,85,88,61,20,66,18,47,59,39,Civil Engineering
64,82,72,62,41,83,44,63,72,79,Electrical Engineering
69,70,46,88,26,62,33,41,51,78,Software Development
67,40,69,61,56,39,11,27,59,39,Electronics & Communication
100,63,53,84,48,12,26,57,72,87,Electrical Engineering
65,60,77,56,37,59,76,61,16,72,Software Development
53,97,78,70,60,40,15,60,60,60,Electrical Engineering
74,79,84,61,11,57,15,26,77,41,Electronics & Communication
80,64,67,77,44,11,89,79,85,45,Electrical Engineering
74,83,77,47,37,85,15,85,25,51,Civil Engineering
54,66,97,59,17,40,91,13,28,76,Cybersecurity
71,63,61,78,12,87,43,53,30,55,Robotics / Automation
96,78,57,100,57,82,69,99,86,76,Electrical Engineering
76,63,91,66,24,83,93,33,60,35,Software Development
99,58,91,78,89,78,65,15,27,89,Cybersecurity
94,100,53,97,73,47,94,51,42,64,Mechanical Engineering
53,56,57,84,15,50,46,81,87,66,Mechanical Engineering
75,69,72,85,52,38,75,21,25,32,Electronics & Communication
85,88,97,74,25,80,86,59,54,74,Mechanical Engineering
67,81,52,62,46,46,52,60,61,50,Cybersecurity
89,70,51,48,86,97,57,29,25,93,Cloud / DevOps
75,89,86,76,16,50,99,62,58,31,Mechanical Engineering
100,70,67,40,62,23,63,27,49,99,Electrical Engineering
68,84,93,60,13,67,11,47,67,49,Electrical Engineering
81,87,70,40,61,12,26,35,55,38,Civil Engineering
78,83,55,70,74,56,13,19,57,55,Software Development
57,40,85,74,18,66,39,96,91,41,Electrical Engineering
98,84,64,73,73,22,50,64,16,74,Electronics & Communication
83,86,74,94,66,83,17,57,26,52,Mechanical Engineering
70,57,69,78,48,19,36,41,85,71,Electronics & Communication
56,51,76,67,66,82,43,17,100,78,Mechanical Engineering
72,66,92,97,56,37,22,97,50,89,Civil Engineering
56,64,82,85,84,16,50,68,25,40,Electronics & Communication
74,54,59,65,91,83,78,60,65,68,Cloud / DevOps
79,97,59,56,84,37,64,52,59,45,Data Science / AI
73,87,48,100,34,51,87,73,43,88,Robotics / Automation
72,60,45,87,80,10,57,97,69,36,Data Science / AI
72,74,56,69,41,98,71,70,21,99,Robotics / Automation
67,70,59,47,41,10,92,22,82,53,Electrical Engineering
100,51,72,43,13,87,56,65,72,60,Electrical Engineering
45,73,72,97,34,28,98,100,87,91,Mechanical Engineering
80,69,55,100,97,27,36,82,61,67,Cybersecurity
88,53,70,77,15,33,81,27,51,60,Cybersecurity
69,83,82,71,60,68,58,89,85,53,Electronics & Communication
70,94,83,76,31,66,70,40,89,50,Electrical Engineering
50,77,80,40,78,53,93,28,15,47,Mechanical Engineering
78,65,66,58,97,33,12,83,22,62,Software Development
72,92,63,92,18,64,88,34,39,52,Robotics / Automation
62,83,70,81,47,27,37,48,73,39,Electronics & Communication
75,81,40,49,29,87,11,96,71,72,Electronics & Communication
81,41,62,74,20,52,44,98,53,46,Electrical Engineering
62,61,74,93,17,66,51,65,82,38,Cloud / DevOps
60,63,59,40,80,38,25,13,10,80,Mechanical Engineering
77,86,85,59,41,37,96,29,33,85,Mechanical Engineering
56,72,82,77,26,73,67,69,69,57,Cloud / DevOps
79,89,58,71,19,63,74,99,14,80,Robotics / Automation
99,69,50,62,48,71,13,66,10,56,Electronics & Communication
60,77,56,79,56,16,40,58,14,72,Civil Engineering
63,40,74,77,31,89,74,48,27,66,Data Science / AI
82,61,58,82,14,91,70,100,48,36,Cybersecurity
97,72,76,69,73,44,12,96,92,85,Electronics & Communication
51,86,83,87,56,74,31,64,68,83,Cybersecurity
72,80,83,100,57,82,10,65,30,31,Software Development
89,72,50,77,41,100,61,34,75,75,Electronics & Communication
78,82,90,73,43,62,19,46,83,87,Electronics & Communication
100,45,76,60,50,86,72,92,85,56,Electrical Engineering
46,68,48,72,76,37,85,99,83,92,Civil Engineering
75,88,47,91,83,79,100,45,86,39,Cybersecurity
76,87,63,51,86,100,74,64,14,70,Cybersecurity
56,52,77,100,11,46,86,99,94,56,Cybersecurity
66,81,47,78,63,65,47,37,26,46,Cloud / DevOps
85,50,66,87,85,42,58,22,26,42,Data Science / AI
40,92,75,87,80,84,100,78,93,39,Mechanical Engineering
68,46,78,73,52,88,46,81,53,59,Mechanical Engineering
75,88,81,100,12,10,99,19,33,87,Robotics / Automation
77,61,67,82,99,30,27,34,85,97,Cybersecurity
90,49,70,100,73,48,32,91,30,73,Electrical Engineering
71,85,77,92,69,74,99,72,18,95,Mechanical Engineering
62,59,70,47,26,36,67,77,92,99,Robotics / Automation
70,75,96,82,17,52,94,79,47,38,Robotics / Automation
84,89,55,72,76,16,59,99,19,55,Cybersecurity
100,70,86,92,83,92,57,61,49,89,Cybersecurity
52,76,72,80,60,13,96,51,75,84,Robotics / Automation
63,55,62,73,89,44,82,59,34,99,Cloud / DevOps
92,99,90,90,10,89,66,29,35,80,Data Science / AI
59,65,73,63,16,79,17,83,28,83,Data Science / AI
83,82,78,93,59,61,26,10,22,83,Civil Engineering
61,85,59,58,55,50,67,97,74,82,Civil Engineering
82,90,77,75,45,52,73,95,76,81,Robotics / Automation
79,74,53,52,51,55,73,55,22,52,Robotics / Automation
73,73,70,87,70,65,45,10,10,36,Electrical Engineering
71,80,67,100,77,67,53,76,63,97,Data Science / AI
76,100,75,71,47,97,17,55,19,83,Electrical Engineering
61,50,55,59,55,42,51,23,29,52,Mechanical Engineering
80,64,72,98,48,43,18,75,85,90,Electronics & Communication
73,100,52,72,10,28,35,35,77,82,Electronics & Communication
66,86,40,49,12,75,39,50,70,35,Data Science / AI
73,95,73,50,67,12,41,62,34,35,Mechanical Engineering
57,97,60,58,44,29,37,75,92,82,Civil Engineering
97,87,89,57,17,32,15,98,52,36,Civil Engineering
52,73,75,81,79,88,78,38,13,65,Mechanical Engineering
97,45,82,55,37,44,95,84,11,85,Data Science / AI
87,64,57,64,87,70,86,72,83,92,Data Science / AI
53,72,58,89,44,53,29,81,44,44,Civil Engineering
84,97,75,84,36,56,59,88,44,97,Civil Engineering
96,62,47,78,11,48,50,15,69,56,Civil Engineering
53,100,91,100,58,98,72,48,75,31,Robotics / Automation
75,80,63,90,73,91,91,38,83,62,Mechanical Engineering
56,40,58,48,53,84,90,80,15,47,Electrical Engineering
97,99,48,98,10,31,88,42,44,48,Mechanical Engineering
89,48,64,64,39,21,55,77,86,47,Electronics & Communication
86,53,68,62,76,45,88,12,69,54,Cybersecurity
82,68,61,71,29,15,39,22,82,86,Electronics & Communication
100,65,54,85,70,46,78,65,68,76,Civil Engineering
72,50,100,68,24,94,49,18,75,84,Electronics & Communication
69,74,95,44,97,76,30,35,10,94,Electronics & Communication
79,100,71,52,26,87,50,92,76,80,Electronics & Communication
65,75,89,68,23,83,63,30,41,58,Cybersecurity
87,50,48,66,64,13,92,56,80,78,Electronics & Communication
96,73,74,80,31,68,63,71,47,96,Civil Engineering
91,62,80,60,36,22,66,34,99,30,Electronics & Communication
100,59,56,84,61,33,85,37,94,41,Electronics & Communication
76,76,73,55,21,77,21,69,79,94,Electrical Engineering
99,85,90,65,47,28,58,56,53,69,Electrical Engineering
81,74,86,95,89,80,85,12,63,49,Data Science / AI
77,49,96,85,27,68,28,38,93,90,Electrical Engineering
65,78,47,93,67,89,74,84,13,49,Mechanical Engineering
52,68,73,93,39,70,96,83,17,34,Civil Engineering
76,81,69,74,100,64,50,44,79,87,Software Development
76,69,44,61,95,80,45,69,67,71,Cybersecurity
78,68,67,69,19,90,66,63,73,70,Electronics & Communication
62,64,65,75,35,85,77,19,79,99,Software Development
80,69,54,49,67,36,69,75,18,75,Civil Engineering
100,55,62,84,84,18,51,73,87,37,Cybersecurity
80,79,63,79,57,75,87,90,59,51,Robotics / Automation
75,67,73,93,80,36,74,43,80,95,Cloud / DevOps
74,71,86,92,62,36,77,12,29,32,Robotics / Automation
98,45,83,85,61,20,29,40,85,81,Electrical Engineering
61,75,85,60,33,24,90,95,87,33,Robotics / Automation
81,85,53,72,21,80,79,22,29,99,Robotics / Automation
79,60,56,72,93,22,75,27,13,92,Software Development
87,81,57,86,61,59,86,14,25,36,Robotics / Automation
62,47,64,95,85,26,38,71,28,48,Electrical Engineering
84,71,63,67,80,87,39,38,45,95,Cloud / DevOps
76,55,64,71,94,48,87,68,15,61,Cybersecurity
54,59,76,75,15,63,72,51,68,95,Electrical Engineering
70,58,93,59,76,38,34,53,55,87,Software Development
78,64,70,83,72,66,40,22,31,57,Data Science / AI
54,71,87,100,51,52,53,90,15,70,Civil Engineering
73,72,100,95,66,96,14,55,26,41,Electronics & Communication
65,62,84,56,71,89,87,96,38,96,Mechanical Engineering
91,77,77,70,100,45,43,15,49,77,Data Science / AI
65,93,66,67,23,19,49,18,49,91,Software Development
73,74,54,64,93,99,23,29,39,71,Software Development
65,84,56,43,35,61,78,66,24,71,Robotics / Automation
45,49,90,75,78,87,19,14,84,86,Robotics / Automation
82,80,70,73,89,67,78,16,28,59,Cybersecurity
90,74,90,86,90,44,55,64,75,67,Cybersecurity
65,64,59,96,62,70,83,47,13,59,Electrical Engineering
68,60,74,73,64,48,12,18,65,57,Cybersecurity
79,100,83,75,88,50,71,37,73,94,Data Science / AI
53,64,80,53,25,55,84,73,56,87,Cybersecurity
100,72,70,63,86,100,95,28,94,86,Data Science / AI
82,54,100,98,23,75,60,81,36,34,Cybersecurity
89,51,73,96,82,21,52,81,57,68,Data Science / AI
83,56,60,66,39,39,32,48,21,78,Civil Engineering
65,94,41,86,18,80,54,90,42,98,Civil Engineering
55,57,40,65,41,84,65,59,13,89,Cloud / DevOps
97,75,52,93,48,47,59,70,100,62,Electronics & Communication
93,73,100,89,32,25,54,90,83,75,Electronics & Communication
85,59,79,78,93,20,90,72,44,44,Cloud / DevOps
82,61,71,60,18,66,10,53,11,50,Cybersecurity
42,86,47,76,19,75,95,22,61,100,Mechanical Engineering
79,76,65,79,92,46,22,39,48,65,Cloud / DevOps
82,83,96,79,59,99,17,100,85,62,Electrical Engineering
75,58,76,87,98,72,67,46,13,46,Data Science / AI
72,80,65,87,78,61,46,95,91,60,Data Science / AI
88,85,71,56,13,29,64,91,54,33,Civil Engineering
65,80,100,68,83,92,84,59,100,53,Mechanical Engineering
81,63,55,62,81,34,63,58,67,88,Software Development
43,92,40,70,86,58,63,62,65,39,Software Development
57,58,90,78,27,50,60,40,45,52,Software Development
60,63,58,74,27,26,27,97,99,58,Mechanical Engineering
77,100,41,74,88,85,79,15,19,56,Cloud / DevOps
70,86,75,85,64,80,38,63,72,75,Electrical Engineering
80,58,88,89,22,70,67,88,19,71,Cybersecurity
88,90,76,100,91,48,45,61,25,65,Cybersecurity
80,68,69,74,13,88,31,37,41,74,Data Science / AI
67,96,74,76,68,48,60,56,65,69,Cybersecurity
80,100,53,59,58,16,24,80,59,61,Civil Engineering
54,68,73,66,72,26,58,37,18,75,Electrical Engineering
66,74,62,80,88,91,52,55,84,50,Electrical Engineering
91,82,83,94,72,97,66,58,43,41,Mechanical Engineering
79,69,58,67,87,15,13,37,80,71,Software Development
67,82,75,87,32,52,53,18,36,64,Mechanical Engineering
57,93,63,55,97,42,80,61,71,48,Mechanical Engineering
68,100,64,69,78,78,39,83,10,68,Civil Engineering
72,69,58,77,70,40,39,18,42,76,Mechanical Engineering
91,76,53,68,58,99,20,57,97,91,Electronics & Communication
66,72,89,72,84,35,29,55,21,44,Mechanical Engineering
73,98,83,85,99,85,68,77,76,89,Cybersecurity
100,79,40,89,37,18,27,98,11,67,Civil Engineering
51,78,44,66,11,84,51,46,41,86,Robotics / Automation
69,60,64,93,93,65,64,22,75,54,Electrical Engineering
64,80,55,71,99,77,57,74,16,37,Civil Engineering
79,57,50,83,22,99,78,71,41,40,Mechanical Engineering
91,70,63,77,36,84,20,51,21,38,Mechanical Engineering
75,75,40,55,39,65,71,78,62,51,Mechanical Engineering
62,74,72,86,11,72,80,19,80,88,Mechanical Engineering
78,52,91,97,15,88,95,61,90,97,Electronics & Communication
56,76,61,77,64,48,26,52,68,36,Electrical Engineering
90,100,81,80,92,80,93,10,28,84,Data Science / AI
69,74,90,74,41,19,57,43,32,55,Software Development
61,47,77,79,61,14,16,33,34,36,Cybersecurity
65,87,63,72,74,65,52,92,98,72,Civil Engineering
74,66,73,95,99,12,96,51,27,51,Cybersecurity
57,79,72,77,22,22,47,29,13,81,Electrical Engineering
88,72,77,87,71,14,23,50,19,62,Civil Engineering
67,76,66,72,85,82,28,12,22,81,Electrical Engineering
70,79,71,82,41,36,76,28,26,47,Mechanical Engineering
74,47,70,76,45,14,14,50,39,46,Cybersecurity
78,63,52,86,95,32,16,57,58,47,Software Development
70,74,65,74,22,94,88,15,19,44,Mechanical Engineering
68,57,77,64,42,78,49,36,38,42,Cloud / DevOps
77,78,61,53,39,92,32,56,33,96,Electrical Engineering
100,64,79,100,24,37,30,41,86,62,Electronics & Communication
86,67,68,60,62,96,46,52,26,57,Mechanical Engineering
88,80,62,56,33,74,61,48,48,86,Electrical Engineering
55,86,71,78,10,32,43,84,75,85,Civil Engineering
62,50,84,75,64,34,44,32,16,75,Cloud / DevOps
88,66,66,87,65,68,91,95,70,61,Civil Engineering
85,83,65,86,45,94,83,80,91,76,Mechanical Engineering
91,70,62,99,89,70,39,55,61,41,Cybersecurity
65,81,69,41,98,32,59,61,57,72,Data Science / AI
91,40,40,84,44,72,59,30,57,61,Electronics & Communication
82,62,72,40,17,89,63,63,48,43,Mechanical Engineering
85,75,69,75,70,57,38,41,61,77,Cybersecurity
82,71,41,100,46,66,44,60,65,70,Cloud / DevOps
93,52,64,70,53,36,81,84,99,82,Electrical Engineering
91,40,62,43,91,83,80,53,41,49,Cybersecurity
70,64,71,64,35,100,59,73,85,49,Electronics & Communication
63,81,76,84,23,53,70,20,30,88,Electrical Engineering
72,63,68,84,35,90,80,38,51,64,Cloud / DevOps
42,77,74,76,94,46,62,80,52,94,Civil Engineering
72,40,63,100,64,41,95,83,13,82,Data Science / AI
75,67,70,81,60,78,28,47,82,90,Electrical Engineering
